id,quantity,author,title,publisher,category_id
1437,36,Bruce H. Wilkinson,The Prayer of Jabez:  Breaking Through to the Blessed Life,Pearson,1
1438,87,Karen Thompson Walker,The Age of Miracles,Simon & Schuster,2
1439,52,Mitch Albom,Have a Little Faith: a True Story,Scholastic,3
1440,38,"Julia Child, Alex Prud'Homme",My Life in France,Pearson,10
1441,60,Graeme Simsion,"The Rosie Effect (Don Tillman, #2)",HarperCollins,10
1442,37,Amish Tripathi,The Secret of the Nagas (Shiva Trilogy #2),Oxford University Press,6
1443,85,Charles Bukowski,Ham on Rye,Simon & Schuster,6
1444,45,Wendelin Van Draanen,Flipped,Hachette Livre,1
1445,28,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Emotional Intelligence 2.0,Scholastic,8
1446,62,Robert McCloskey,Make Way for Ducklings,Simon & Schuster,10
1447,98,"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)",Penguin Random House,3
1448,63,Bill Bryson,Notes from a Small Island,Hachette Livre,10
1449,31,Jim Butcher,"Small Favor (The Dresden Files, #10)",Scholastic,10
1450,7,Robert Kirkman,"The Walking Dead, Compendium 1",Simon & Schuster,5
1451,50,Shannon Hale,"Princess Academy (Princess Academy, #1)",Oxford University Press,1
1452,86,"Nicola Yoon, David Yoon","Everything, Everything",Scholastic,11
1453,416,George Bernard Shaw,Pygmalion,Oxford University Press,10
1454,38,Barbara Kingsolver,Flight Behavior,Macmillan Publishers,9
1455,31,Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)",Hachette Livre,3
1456,141,Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Oxford University Press,9
1457,105,Louis de Bernières,Corelli's Mandolin,Hachette Livre,7
1458,80,Nicholas Sparks,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Hachette Livre,12
1459,76,Bill Bryson,In a Sunburned Country,Penguin Random House,10
1460,639,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,Penguin Random House,2
1461,55,Adam Johnson,The Orphan Master's Son,Wiley,11
1462,55,David Eddings,"Enchanters' End Game (The Belgariad, #5)",Wiley,7
1463,60,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis,Wiley,6
1464,79,Chaim Potok,The Chosen,Penguin Random House,10
1465,94,"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,Oxford University Press,1
1466,178,"Carlos Ruiz Zafón, Lucia Graves","The Angel's Game (The Cemetery of Forgotten Books, #2)",Wiley,12
1467,166,Cecelia Ahern,"Love, Rosie",Oxford University Press,2
1468,36,"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1),HarperCollins,9
1469,42,Jodi Ellen Malpas,"This Man (This Man, #1)",Macmillan Publishers,4
1470,77,W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",Penguin Random House,4
1471,71,Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",Pearson,1
1472,51,J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",Pearson,6
1473,51,Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)",Pearson,5
1474,7,"أحلام مستغانمي, Ahlam Mosteghanemi",الأسود يليق بك,Hachette Livre,8
1475,50,"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)",Springer,2
1476,635,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House,Scholastic,1
1477,56,Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Scholastic,10
1478,35,Jim Butcher,"Furies of Calderon (Codex Alera, #1)",Macmillan Publishers,3
1479,14,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",Pearson,4
1480,72,Audrey Niffenegger,Her Fearful Symmetry,Springer,12
1481,24,Anita Diamant,The Boston Girl,Penguin Random House,6
1482,51,J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",Wiley,4
1483,74,Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)",Oxford University Press,10
1484,93,James Ellroy,"The Black Dahlia (L.A. Quartet, #1)",Simon & Schuster,10
1485,918,"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",HarperCollins,4
1486,139,Jung Chang,Wild Swans: Three Daughters of China,Scholastic,11
1487,36,P.D. Eastman,"Go, Dog. Go!",Oxford University Press,7
1488,87,"Laura Ingalls Wilder, Garth Williams","On the Banks of Plum Creek  (Little House, #4)",Hachette Livre,7
1489,73,Stephen King,"Finders Keepers (Bill Hodges Trilogy, #2)",Hachette Livre,2
1490,104,"Guillermo del Toro, Chuck Hogan","The Strain (The Strain Trilogy, #1)",Springer,9
1491,62,"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson,HarperCollins,6
1492,58,Fred Gipson,"Old Yeller (Old Yeller, #1)",Hachette Livre,12
1493,27,Steve Martin,Born Standing Up: A Comic's Life,Springer,9
1494,7,Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Wiley,3
1495,49,George R.R. Martin,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",Simon & Schuster,7
1496,90,"Mary Norton, Beth Krush, Joe Krush","The Borrowers (The Borrowers, #1)",Simon & Schuster,4
1497,112,Stephen King,Hearts in Atlantis,HarperCollins,11
1498,46,Jodi Picoult,Small Great Things,Wiley,5
1499,146,"Haruki Murakami, Alfred Birnbaum","A Wild Sheep Chase (The Rat, #3)",HarperCollins,12
1500,61,Philippa Gregory,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Wiley,6
1501,66,Laini Taylor,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Simon & Schuster,12
1502,31,Tom Robbins,Jitterbug Perfume,HarperCollins,9
1503,61,John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",Simon & Schuster,6
1504,41,Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",Penguin Random House,3
1505,154,"Paulo Coelho, Margaret Jull Costa",The Zahir,Wiley,7
1506,116,Norman Vincent Peale,The Power of Positive Thinking,Pearson,6
1507,58,Ruth Ware,"In a Dark, Dark Wood",Penguin Random House,12
1508,602,"Edith Wharton, Nina Bawden",The House of Mirth,Penguin Random House,1
1509,22,"Hiro Mashima, William Flanagan","Fairy Tail, Vol. 1 (Fairy Tail, #1)",Pearson,10
1510,56,"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),Springer,2
1511,749,Solomon Northup,Twelve Years a Slave,HarperCollins,5
1512,46,J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",Oxford University Press,12
1513,86,Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Wiley,6
1514,57,Ayaan Hirsi Ali,Infidel,HarperCollins,6
1515,103,Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable,Wiley,5
1516,75,Justin Cronin,"The Twelve (The Passage, #2)",Penguin Random House,4
1517,264,"Aleksandr Solzhenitsyn, H.T. Willetts",One Day in the Life of Ivan Denisovich,Macmillan Publishers,12
1518,58,Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer",Oxford University Press,4
1519,118,Walter M. Miller Jr.,A Canticle for Leibowitz,Oxford University Press,1
1520,423,"Sophocles, J.E. Thomas","Antigone (The Theban Plays, #3)",Scholastic,12
1521,86,Colm Tóibín,Brooklyn,Wiley,1
1522,44,Lauren DeStefano,"Wither (The Chemical Garden, #1)",HarperCollins,10
1523,30,J.D. Vance,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Oxford University Press,10
1524,55,Robert Jordan,"Crossroads of Twilight (Wheel of Time, #10)",Springer,3
1525,800,Stephen Crane,The Red Badge of Courage,Pearson,7
1526,59,Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Springer,12
1527,64,Steven Erikson,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",HarperCollins,2
1528,133,Paulo Coelho,The Witch Of Portobello,Wiley,11
1529,20,Madeleine L'Engle,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",Springer,3
1530,75,Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)",Oxford University Press,10
1531,52,Jodi Picoult,Sing You Home,HarperCollins,1
1532,65,Anne Rice,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Hachette Livre,6
1533,90,David Baldacci,"The Camel Club (Camel Club, #1)",Oxford University Press,12
1534,73,James Patterson,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",HarperCollins,1
1535,57,Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)",Pearson,6
1536,76,Philippa Gregory,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Scholastic,10
1537,47,Anne Tyler,A Spool of Blue Thread,Penguin Random House,3
1538,48,Colson Whitehead,The Underground Railroad,HarperCollins,8
1539,39,Melissa de la Cruz,"Masquerade (Blue Bloods, #2)",Oxford University Press,10
1540,35,Julie Kagawa,"The Iron Queen (The Iron Fey, #3)",Oxford University Press,8
1541,41,Cora Carmack,"Losing It (Losing It, #1)",Oxford University Press,12
1542,87,John Grisham,The Racketeer,Pearson,1
1543,126,J.M. Coetzee,Disgrace,Penguin Random House,7
1544,146,"A.A. Milne, Ernest H. Shepard","The House at Pooh Corner (Winnie-the-Pooh, #2)",Scholastic,10
1545,42,Brent Weeks,"The Black Prism (Lightbringer, #1)",Scholastic,2
1546,48,Sue Monk Kidd,The Mermaid Chair,Simon & Schuster,6
1547,49,Arnold Lobel,"Frog and Toad Are Friends (Frog and Toad, #1)",Springer,6
1548,56,"Lemony Snicket, Brett Helquist","The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Scholastic,6
1549,42,Ally Carter,"Heist Society (Heist Society, #1)",HarperCollins,9
1550,62,B.A. Paris,Behind Closed Doors,Pearson,12
1551,64,Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",Simon & Schuster,1
1552,51,Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Oxford University Press,11
1553,70,Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)",Simon & Schuster,1
1554,680,H.G. Wells,The Island of Dr. Moreau,Macmillan Publishers,2
1555,42,Jennifer L. Armentrout,"Opal (Lux, #3)",Macmillan Publishers,10
1556,54,Dave Eggers,Zeitoun,Wiley,9
1557,41,Sharon M. Draper,Out of My Mind,Penguin Random House,10
1558,59,Lauren Kate,"Rapture (Fallen, #4)",Penguin Random House,8
1559,68,Amanda Hocking,"Switched (Trylle, #1)",HarperCollins,6
1560,330,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Doctor Zhivago,Simon & Schuster,5
1561,28,Colleen Hoover,Confess,HarperCollins,5
1562,62,Blake Crouch,"Pines (Wayward Pines, #1)",Oxford University Press,4
1563,83,Michael Crichton,Disclosure,Simon & Schuster,9
1564,79,P.D. James,Death Comes to Pemberley,Wiley,11
1565,529,Edith Wharton,Ethan Frome,Oxford University Press,1
1566,30,"Jane Hamilton, Frank  Muller, C.J. Critt",A Map of the World,HarperCollins,11
1567,19,Colleen Hoover,It Ends with Us,Hachette Livre,10
1568,2,"O. Henry, Lisbeth Zwerger",The Gift of the Magi,Scholastic,12
1569,45,Tom Wolfe,The Electric Kool-Aid Acid Test,Hachette Livre,6
1570,139,"William S. Burroughs, James Grauerholz, Barry  Miles",Naked Lunch,Macmillan Publishers,9
1571,50,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Dream Country (The Sandman #3),Wiley,2
1572,95,John Grisham,A Painted House,Springer,12
1573,127,"Ursula K. Le Guin, Lech Jęczmyk",The Left Hand of Darkness,Simon & Schuster,7
1574,77,"John Green, Maureen Johnson, Lauren Myracle",Let It Snow: Three Holiday Romances,HarperCollins,1
1575,80,Stephen King,"Full Dark, No Stars",Oxford University Press,6
1576,62,Atul Gawande,Being Mortal: Medicine and What Matters in the End,Wiley,10
1577,82,Dean Koontz,Intensity,Macmillan Publishers,6
1578,15,Chelsea Handler,Chelsea Chelsea Bang Bang,Macmillan Publishers,3
1579,603,"Henrik Ibsen, Michael   Meyer",A Doll's House,Oxford University Press,6
1580,47,James A. Michener,Hawaii,Pearson,7
1581,92,Richard Yates,Revolutionary Road,HarperCollins,4
1582,34,"Rachel Cohn, David Levithan",Nick & Norah's Infinite Playlist,Hachette Livre,9
1583,43,"Tom Stoppard, Henry Popkin",Rosencrantz and Guildenstern Are Dead,Hachette Livre,9
1584,76,Maggie Stiefvater,"Forever (The Wolves of Mercy Falls, #3)",Springer,3
1585,88,Alex Garland,The Beach,Simon & Schuster,10
1586,36,"Beth Hoffman, Jenna Lamia",Saving CeeCee Honeycutt,Oxford University Press,3
1587,46,Charlaine Harris,"Deadlocked (Sookie Stackhouse, #12)",HarperCollins,9
1588,93,Stephen King,Everything's Eventual: 14 Dark Tales,Hachette Livre,2
1589,51,Beverly Cleary,"Beezus and Ramona (Ramona, #1)",Scholastic,12
1590,110,Ursula K. Le Guin,"The Farthest Shore (Earthsea Cycle, #3)",Wiley,6
1591,78,Michael Crichton,Airframe,HarperCollins,10
1592,58,Raymond E. Feist,"Magician: Apprentice (The Riftwar Saga, #1)",Simon & Schuster,12
1593,58,Jennifer Crusie,Bet Me,Scholastic,9
1594,113,Nelson Mandela,Long Walk to Freedom,Pearson,8
1595,78,John Grisham,Gray Mountain,Penguin Random House,4
1596,82,Bryce Courtenay,"The Power of One (The Power of One, #1)",Macmillan Publishers,2
1597,207,Dashiell Hammett,The Maltese Falcon,Wiley,1
1598,45,Kristin Hannah,Night Road,Scholastic,8
1599,96,Lee Child,"Tripwire  (Jack Reacher, #3)",Penguin Random House,11
1600,146,Daniel Goleman,Emotional Intelligence: Why It Can Matter More Than IQ,Simon & Schuster,11
1601,20,Jim Butcher,"Changes (The Dresden Files, #12)",Oxford University Press,11
1602,78,"Munro Leaf, Robert Lawson",The Story of Ferdinand,Oxford University Press,10
1603,13,Ellen Hopkins,"Impulse (Impulse, #1)",Simon & Schuster,11
1604,880,Walter Scott,Ivanhoe,Scholastic,1
1605,43,Janet Evanovich,"Ten Big Ones (Stephanie Plum, #10)",Hachette Livre,6
1606,115,Michael Connelly,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Macmillan Publishers,2
1607,39,Kiersten White,"Paranormalcy (Paranormalcy, #1)",Penguin Random House,7
1608,20,Mark Cotta Vaz,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",Penguin Random House,6
1609,41,Adriana Trigiani,The Shoemaker's Wife,Simon & Schuster,10
1610,47,Brandon Mull,"Rise of the Evening Star (Fablehaven, #2)",Wiley,7
1611,80,"Nora Roberts, MacLeod Andrews","The Next Always (Inn BoonsBoro, #1)",Macmillan Publishers,1
1612,120,"Haruki Murakami, Philip Gabriel",What I Talk About When I Talk About Running,Oxford University Press,1
1613,39,Jenny Han,"We'll Always Have Summer (Summer, #3)",Springer,8
1614,60,"Andre Agassi, J.R. Moehringer",Open,Springer,3
1615,113,Anthony Horowitz,"Stormbreaker (Alex Rider, #1)",Springer,10
1616,82,"Lee Child, Dick Hill","Without Fail (Jack Reacher, #6)",Wiley,3
1617,36,"Francine Rivers, Richard Ferrone","A Voice in the Wind (Mark of the Lion, #1)",Wiley,7
1618,11,Stephenie Meyer,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",Springer,9
1619,97,Philip K. Dick,A Scanner Darkly,Oxford University Press,9
1620,63,Daniel H. Pink,Drive: The Surprising Truth About What Motivates Us,Pearson,3
1621,798,Mark Twain,A Connecticut Yankee in King Arthur's Court,Oxford University Press,10
1622,36,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",Batman: The Long Halloween,Pearson,11
1623,187,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",Nausea,Simon & Schuster,1
1624,75,John Eldredge,Wild at Heart: Discovering the Secret of a Man's Soul,HarperCollins,3
1625,12,Brandon Mull,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Hachette Livre,1
1626,49,Janet Evanovich,"Twelve Sharp (Stephanie Plum, #12)",Oxford University Press,12
1627,12,Hugh Howey,"Wool (Wool, #1)",Wiley,6
1628,118,Ursula K. Le Guin,"The Tombs of Atuan (Earthsea Cycle, #2)",Hachette Livre,8
1629,28,Jim Butcher,"Turn Coat (The Dresden Files, #11)",Oxford University Press,10
1630,846,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",The Sign of Four,Hachette Livre,11
1631,34,Jan Brett,The Mitten,Penguin Random House,9
1632,61,Anne Rice,"Memnoch the Devil (The Vampire Chronicles, #5)",Simon & Schuster,11
1633,69,Michael Scott,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Scholastic,4
1634,39,"Doreen Cronin, Betsy Lewin","Click, Clack, Moo: Cows That Type",Pearson,9
1635,33,Patricia Briggs,"Iron Kissed (Mercy Thompson, #3)",HarperCollins,3
1636,50,Kendare Blake,"Anna Dressed in Blood (Anna, #1)",Hachette Livre,9
1637,55,"Terry Goodkind, Dick Hill","Temple of the Winds (Sword of Truth, #4)",Pearson,5
1638,51,Avi,The True Confessions of Charlotte Doyle,Simon & Schuster,7
1639,59,Robert Goolrick,A Reliable Wife,Springer,11
1640,136,Ray Bradbury,"Something Wicked This Way Comes (Green Town, #2)",Wiley,1
1641,86,Toni Morrison,Song of Solomon,Hachette Livre,8
1642,65,Tom Clancy,Red Storm Rising,HarperCollins,2
1643,30,Leif Enger,Peace Like a River,Simon & Schuster,10
1644,61,Chuck Palahniuk,Rant,HarperCollins,11
1645,44,Orson Scott Card,"Shadow of the Hegemon (Ender's Shadow, #2)",Pearson,2
1646,13,أحمد مراد,تراب الماس,Wiley,5
1647,39,"Janette Sebring Lowrey, Gustaf Tenggren",The Poky Little Puppy (A Little Golden Book),Pearson,12
1648,73,Maeve Binchy,Tara Road,Scholastic,7
1649,148,Jack London,The Call of the Wild/White Fang,Simon & Schuster,10
1650,41,Tahereh Mafi,"Ignite Me (Shatter Me, #3)",Springer,7
1651,55,Ally Carter,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Oxford University Press,4
1652,40,Patricia Briggs,"Blood Bound (Mercy Thompson, #2)",Macmillan Publishers,11
1653,19,Jim Butcher,"Cold Days (The Dresden Files, #14)",Macmillan Publishers,4
1654,58,Kate Jacobs,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",Scholastic,12
1655,53,James Herriot,All Things Bright and Beautiful (All Creatures Great and Small),Oxford University Press,6
1656,56,David Foster Wallace,Infinite Jest,Pearson,8
1657,53,Emma Chase,"Tangled (Tangled, #1)",Macmillan Publishers,3
1658,162,John Wyndham,The Day of the Triffids,Springer,1
1659,66,"Patrick deWitt, Marcelo Barbão",The Sisters Brothers,Hachette Livre,10
1660,40,Shilpi Somaya Gowda,Secret Daughter,Pearson,9
1661,183,"Roald Dahl, Quentin Blake",Fantastic Mr. Fox,Oxford University Press,6
1662,139,"Paulo Coelho, Montserrat Mira",Brida,Wiley,6
1663,340,Virginia Woolf,A Room of One's Own,Oxford University Press,2
1664,41,Brandon Sanderson,"Warbreaker (Warbreaker, #1)",Macmillan Publishers,9
1665,656,"William Shakespeare, Katherine Duncan-Jones",Shakespeare's Sonnets,Scholastic,1
1666,31,Sarah Dessen,What Happened to Goodbye,Oxford University Press,10
1667,48,Leigh Bardugo,"Six of Crows (Six of Crows, #1)",HarperCollins,8
1668,35,Maureen Johnson,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Macmillan Publishers,11
1669,35,"Ron Hall, Denver Moore, Lynn Vincent",Same Kind of Different as Me,Oxford University Press,5
1670,51,Rainbow Rowell,Carry On,Penguin Random House,8
1671,42,Tracy Kidder,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Springer,8
1672,38,Jodi Ellen Malpas,"Beneath This Man (This Man, #2)",Hachette Livre,11
1673,1,Mark  Lawrence,"Prince of Thorns (The Broken Empire, #1)",Hachette Livre,4
1674,18,Jane Hamilton,The Book of Ruth,Hachette Livre,1
1675,92,Kurt Vonnegut Jr.,Galápagos,Scholastic,10
1676,92,Michael Crichton,Next,HarperCollins,12
1677,53,Nancy Farmer,"The House of the Scorpion (Matteo Alacran, #1)",Scholastic,11
1678,624,Walt Whitman,Leaves of Grass,Pearson,11
1679,76,Nora Roberts,"Blue Dahlia (In the Garden, #1)",Oxford University Press,5
1680,672,"D.H. Lawrence, Doris Lessing, Chester Brown",Lady Chatterley's Lover,Simon & Schuster,2
1681,44,Lev Grossman,"The Magician King (The Magicians, #2)",Wiley,8
1682,44,Michael   Lewis,Liar's Poker,Springer,4
1683,187,George S. Clason,The Richest Man in Babylon,Macmillan Publishers,7
